0.000000	0.500000	-2.000000	
0.010000	0.506914	-1.998055	
0.020000	0.513734	-1.996131	
0.030000	0.520461	-1.994225	
0.040000	0.527093	-1.992339	
0.050000	0.533632	-1.990471	
0.060000	0.540076	-1.988622	
0.070000	0.546426	-1.986790	
0.080000	0.552682	-1.984975	
0.090000	0.558843	-1.983177	
0.100000	0.564909	-1.981396	
0.110000	0.570881	-1.979630	
0.120000	0.576759	-1.977880	
0.130000	0.582542	-1.976145	
0.140000	0.588231	-1.974424	
0.150000	0.593825	-1.972718	
0.160000	0.599325	-1.971025	
0.170000	0.604732	-1.969346	
0.180000	0.610044	-1.967680	
0.190000	0.615263	-1.966027	
0.200000	0.620389	-1.964386	
0.210000	0.625421	-1.962756	
0.220000	0.630361	-1.961138	
0.230000	0.635208	-1.959531	
0.240000	0.639964	-1.957935	
0.250000	0.644627	-1.956349	
0.260000	0.649199	-1.954773	
0.270000	0.653681	-1.953206	
0.280000	0.658071	-1.951649	
0.290000	0.662372	-1.950100	
0.300000	0.666583	-1.948560	
0.310000	0.670705	-1.947028	
0.320000	0.674739	-1.945504	
0.330000	0.678684	-1.943987	
0.340000	0.682542	-1.942478	
0.350000	0.686313	-1.940975	
0.360000	0.689998	-1.939478	
0.370000	0.693597	-1.937988	
0.380000	0.697111	-1.936504	
0.390000	0.700540	-1.935024	
0.400000	0.703885	-1.933550	
0.410000	0.707147	-1.932081	
0.420000	0.710327	-1.930617	
0.430000	0.713425	-1.929156	
0.440000	0.716441	-1.927700	
0.450000	0.719377	-1.926247	
0.460000	0.722233	-1.924797	
0.470000	0.725010	-1.923351	
0.480000	0.727708	-1.921907	
0.490000	0.730329	-1.920466	
0.500000	0.732873	-1.919027	
0.510000	0.735341	-1.917590	
0.520000	0.737733	-1.916154	
0.530000	0.740050	-1.914720	
0.540000	0.742293	-1.913287	
0.550000	0.744464	-1.911854	
0.560000	0.746561	-1.910423	
0.570000	0.748587	-1.908991	
0.580000	0.750542	-1.907560	
0.590000	0.752426	-1.906129	
0.600000	0.754242	-1.904697	
0.610000	0.755988	-1.903264	
0.620000	0.757666	-1.901831	
0.630000	0.759277	-1.900396	
0.640000	0.760822	-1.898960	
0.650000	0.762301	-1.897522	
0.660000	0.763715	-1.896083	
0.670000	0.765065	-1.894641	
0.680000	0.766351	-1.893197	
0.690000	0.767575	-1.891751	
0.700000	0.768736	-1.890302	
0.710000	0.769836	-1.888850	
0.720000	0.770876	-1.887395	
0.730000	0.771856	-1.885936	
0.740000	0.772776	-1.884474	
0.750000	0.773639	-1.883008	
0.760000	0.774444	-1.881538	
0.770000	0.775191	-1.880064	
0.780000	0.775883	-1.878586	
0.790000	0.776518	-1.877103	
0.800000	0.777099	-1.875615	
0.810000	0.777626	-1.874122	
0.820000	0.778099	-1.872625	
0.830000	0.778520	-1.871122	
0.839999	0.778888	-1.869613	
0.849999	0.779205	-1.868099	
0.859999	0.779471	-1.866579	
0.869999	0.779686	-1.865053	
0.879999	0.779852	-1.863521	
0.889999	0.779969	-1.861982	
0.899999	0.780038	-1.860437	
0.909999	0.780059	-1.858885	
0.919999	0.780033	-1.857327	
0.929999	0.779960	-1.855761	
0.939999	0.779842	-1.854188	
0.949999	0.779678	-1.852608	
0.959999	0.779469	-1.851021	
0.969999	0.779217	-1.849426	
0.979999	0.778921	-1.847823	
0.989999	0.778582	-1.846212	
0.999999	0.778200	-1.844594	
1.009999	0.777777	-1.842967	
1.019999	0.777312	-1.841331	
1.029999	0.776807	-1.839687	
1.039999	0.776261	-1.838035	
1.049999	0.775675	-1.836374	
1.059999	0.775051	-1.834704	
1.069999	0.774387	-1.833025	
1.079999	0.773686	-1.831337	
1.089999	0.772947	-1.829640	
1.099999	0.772170	-1.827933	
1.109999	0.771357	-1.826217	
1.119999	0.770508	-1.824491	
1.129999	0.769623	-1.822756	
1.139999	0.768703	-1.821010	
1.149999	0.767748	-1.819255	
1.159999	0.766759	-1.817490	
1.169999	0.765735	-1.815714	
1.179999	0.764679	-1.813928	
1.189999	0.763589	-1.812132	
1.199999	0.762467	-1.810325	
1.209999	0.761312	-1.808507	
1.219999	0.760126	-1.806679	
1.229999	0.758909	-1.804840	
1.239999	0.757660	-1.802990	
1.249999	0.756381	-1.801129	
1.259999	0.755073	-1.799257	
1.269999	0.753734	-1.797373	
1.279999	0.752366	-1.795479	
1.289999	0.750969	-1.793572	
1.299999	0.749544	-1.791655	
1.309999	0.748090	-1.789725	
1.319999	0.746609	-1.787784	
1.329999	0.745100	-1.785832	
1.339999	0.743564	-1.783867	
1.349999	0.742002	-1.781891	
1.359999	0.740413	-1.779902	
1.369999	0.738798	-1.777901	
1.379999	0.737158	-1.775888	
1.389999	0.735492	-1.773863	
1.399999	0.733801	-1.771826	
1.409999	0.732085	-1.769776	
1.419999	0.730345	-1.767713	
1.429999	0.728581	-1.765638	
1.439999	0.726793	-1.763550	
1.449999	0.724982	-1.761450	
1.459999	0.723148	-1.759337	
1.469999	0.721291	-1.757211	
1.479999	0.719411	-1.755072	
1.489999	0.717509	-1.752920	
1.499999	0.715585	-1.750755	
1.509999	0.713640	-1.748576	
1.519999	0.711673	-1.746385	
1.529999	0.709685	-1.744180	
1.539999	0.707676	-1.741963	
1.549999	0.705647	-1.739731	
1.559999	0.703598	-1.737487	
1.569999	0.701528	-1.735228	
1.579999	0.699439	-1.732957	
1.589999	0.697330	-1.730671	
1.599999	0.695202	-1.728372	
1.609999	0.693055	-1.726060	
1.619999	0.690889	-1.723733	
1.629999	0.688705	-1.721393	
1.639999	0.686503	-1.719039	
1.649999	0.684282	-1.716671	
1.659999	0.682044	-1.714289	
1.669999	0.679788	-1.711893	
1.679999	0.677515	-1.709483	
1.689999	0.675225	-1.707059	
1.699999	0.672918	-1.704621	
1.709999	0.670595	-1.702169	
1.719999	0.668254	-1.699702	
1.729999	0.665898	-1.697222	
1.739999	0.663526	-1.694727	
1.749999	0.661138	-1.692217	
1.759999	0.658734	-1.689694	
1.769999	0.656316	-1.687155	
1.779999	0.653881	-1.684603	
1.789999	0.651432	-1.682036	
